iso,country_name,year,region,state_legit,rule_of_law,gov_effectiveness,gdp,donor,sids
CHN,People's Republic of China,2020,East Asia,1.1999999999999993,-0.059588699999999994,0.6479592,10.37035929,1,0
FJI,Fiji,2020,Oceania,4,0.10978260000000001,0.3018749,4.9110834709999995,0,1
FSM,Federated States of Micronesia,2020,Oceania,5.4,0.09005089999999999,-0.0826501,2.839388103,0,1
GEO,Georgia,2020,Central and West Asia,1.5,0.2859657,0.787501,4.458102011,0,0
IDN,Indonesia,2020,Southeast Asia,5.8,-0.33874440000000006,0.3691624,3.756907174,1,0
IND,India,2020,South Asia,6,-0.0177096,0.3865438,1.8116842379999998,1,0
JPN,Japan,2020,East Asia,9.4,1.5251370000000002,1.596166,34.81321561,1,0
KAZ,Kazakhstan,2020,Central and West Asia,1.5,-0.39614279999999996,0.1555083,10.974963670000001,1,0
KGZ,Kyrgyz Republic,2020,Central and West Asia,3.2,-0.9265747999999999,-0.5401577,1.0980853640000001,0,0
KHM,Cambodia,2020,Southeast Asia,1.5999999999999996,-0.9458001,-0.4194071,1.3764120269999998,0,0
KOR,Republic of Korea,2020,East Asia,6.7,1.183163,1.415869,31.361083869999998,1,0
LAO,Lao People's Democratic Republic,2020,Southeast Asia,1,-0.8496245000000001,-0.7660104999999999,2.554425463,0,0
LKA,Sri Lanka,2020,South Asia,3.4000000000000004,-0.0452499,-0.07021010000000001,4.052746934,0,0
MDV,Maldives,2020,South Asia,2.2,-0.33304720000000004,-0.1140211,6.660833299,0,1
MMR,Myanmar,2020,Southeast Asia,2,-1.17882,-0.9965181000000001,1.5869023199999999,0,0
MNG,Mongolia,2020,East Asia,6.2,-0.263761,-0.3437614,4.126699124,0,0
MYS,Malaysia,2020,Southeast Asia,3.4000000000000004,0.6586787,1.041389,10.631507390000001,1,0
NPL,Nepal,2020,South Asia,3.7,-0.49097029999999997,-0.9444261,1.028463277,0,0
NZL,New Zealand,2020,Oceania,9.5,1.8833669999999998,1.5894059999999999,40.21839102,1,0
PAK,Pakistan,2020,South Asia,2.4000000000000004,-0.6917597,-0.5459959,1.4468119769999999,0,0
PHL,Philippines,2020,Southeast Asia,2.7,-0.5518214,0.0608745,3.269670767,0,0
PNG,Papua New Guinea,2020,Oceania,4,-0.7197714,-0.8467313,2.6662112550000003,0,1
SGP,Singapore,2020,Southeast Asia,6.2,1.880382,2.3353,58.05680642000001,1,1
SLB,Solomon Islands,2020,Oceania,4.1,-0.09954160000000001,-0.9127187,2.136337563,0,1
THA,Thailand,2020,Southeast Asia,2.4000000000000004,0.1213088,0.30070050000000004,6.198414269,1,0
TJK,Tajikistan,2020,Central and West Asia,1,-1.217985,-0.7100464,1.1990598890000002,0,0
TKM,Turkmenistan,2020,Central and West Asia,0.3000000000000007,-1.406723,-1.1575030000000002,NA,0,0
TLS,Timor-Leste,2020,Southeast Asia,4.2,-1.172515,-0.80157,1.587857159,0,1
UZB,Uzbekistan,2020,Central and West Asia,0.5999999999999996,-1.062817,-0.507029,3.154408224,0,0
VNM,Viet Nam,2020,Southeast Asia,1.6999999999999993,-0.133932,0.20030770000000003,2.655767774,0,0
WSM,Samoa,2020,Oceania,5.4,0.8797514000000001,0.5234683,4.357068633,0,1
AFG,Afghanistan,2021,South Asia,1.3000000000000007,NA,NA,NA,0,0
ARM,Armenia,2021,Central and West Asia,3.0999999999999996,NA,NA,NA,0,0
AUS,Australia,2021,Oceania,9.5,NA,NA,NA,1,0
AZE,Azerbaijan,2021,Central and West Asia,0.9000000000000004,NA,NA,NA,0,0
BGD,Bangladesh,2021,South Asia,2.5999999999999996,NA,NA,NA,0,0
BRN,Brunei Darussalam,2021,Southeast Asia,2.9000000000000004,NA,NA,NA,1,0
BTN,Bhutan,2021,South Asia,6.9,NA,NA,NA,0,0
CHN,People's Republic of China,2021,East Asia,1.5,NA,NA,NA,1,0
FJI,Fiji,2021,Oceania,4.3,NA,NA,NA,0,1
FSM,Federated States of Micronesia,2021,Oceania,5.7,NA,NA,NA,0,1
GEO,Georgia,2021,Central and West Asia,1.8000000000000007,NA,NA,NA,0,0
IDN,Indonesia,2021,Southeast Asia,5.6,NA,NA,NA,1,0
IND,India,2021,South Asia,5.7,NA,NA,NA,1,0
JPN,Japan,2021,East Asia,9.5,NA,NA,NA,1,0
KAZ,Kazakhstan,2021,Central and West Asia,1.8000000000000007,NA,NA,NA,1,0
KGZ,Kyrgyz Republic,2021,Central and West Asia,2,NA,NA,NA,0,0
KHM,Cambodia,2021,Southeast Asia,1.3000000000000007,NA,NA,NA,0,0
KOR,Republic of Korea,2021,East Asia,7,NA,NA,NA,1,0
LAO,Lao People's Democratic Republic,2021,Southeast Asia,1,NA,NA,NA,0,0
LKA,Sri Lanka,2021,South Asia,3.7,NA,NA,NA,0,0
MDV,Maldives,2021,South Asia,2.5,NA,NA,NA,0,1
MMR,Myanmar,2021,Southeast Asia,1.9000000000000004,NA,NA,NA,0,0
MNG,Mongolia,2021,East Asia,6.2,NA,NA,NA,0,0
MYS,Malaysia,2021,Southeast Asia,3.7,NA,NA,NA,1,0
NPL,Nepal,2021,South Asia,3.5999999999999996,NA,NA,NA,0,0
NZL,New Zealand,2021,Oceania,9.5,NA,NA,NA,1,0
PAK,Pakistan,2021,South Asia,2.7,NA,NA,NA,0,0
PHL,Philippines,2021,Southeast Asia,2.5999999999999996,NA,NA,NA,0,0
PNG,Papua New Guinea,2021,Oceania,4,NA,NA,NA,0,1
SGP,Singapore,2021,Southeast Asia,6.3,NA,NA,NA,1,1
SLB,Solomon Islands,2021,Oceania,4.4,NA,NA,NA,0,1
THA,Thailand,2021,Southeast Asia,2.3,NA,NA,NA,1,0
TJK,Tajikistan,2021,Central and West Asia,0.8000000000000007,NA,NA,NA,0,0
TKM,Turkmenistan,2021,Central and West Asia,0.1999999999999993,NA,NA,NA,0,0
TLS,Timor-Leste,2021,Southeast Asia,4.5,NA,NA,NA,0,1
UZB,Uzbekistan,2021,Central and West Asia,0.6999999999999993,NA,NA,NA,0,0
VNM,Viet Nam,2021,Southeast Asia,1.5999999999999996,NA,NA,NA,0,0
WSM,Samoa,2021,Oceania,5.7,NA,NA,NA,0,1
